2,1544115829.88683,26.0,22.3
2,1544115834.901067,24.16120922347256,22.3
2,1544115839.915639,20.33541265381143,22.3
2,1544115844.930497,18.04003001359822,22.3
2,1544115849.946145,19.385425516545553,22.3
2,1544115982.400141,26.0,22.3
2,1544115987.414079,24.16120922347256,22.3
2,1544115992.42721,20.33541265381143,22.3
2,1544115997.440725,18.04003001359822,22.3
2,1544116002.455937,19.385425516545553,22.3
2,1544116007.470316,23.134648741852907,22.3
2,1544116096.746152,26.0,22.3
2,1544116101.761516,24.16120922347256,22.3
2,1544116106.775813,20.33541265381143,22.3
2,1544116111.790826,18.04003001359822,22.3
2,1544116892.290872,26.0,25.562
2,1544116897.305322,24.16120922347256,25.562
2,1544116902.320882,20.33541265381143,25.562
2,1544116907.337002,18.04003001359822,25.562
2,1544116912.352251,19.385425516545553,25.562
2,1544117099.179356,26.0,25.562
2,1544117104.194263,24.16120922347256,25.562
2,1544117109.209197,20.33541265381143,25.562
2,1544117114.224026,18.04003001359822,25.562
2,1544117119.238748,19.385425516545553,25.562
2,1544117124.25243,23.134648741852907,25.562
2,1544117130.136156,26.0,25.562
2,1544117135.150217,24.16120922347256,25.562
2,1544117140.164939,20.33541265381143,25.562
2,1544117145.180333,18.04003001359822,25.562
2,1544117150.196019,19.385425516545553,25.562
2,1544117155.211848,23.134648741852907,25.562
2,1544117160.22871,25.840681146601465,25.562
2,1544117165.245574,25.01560901737322,25.562
2,1544117170.26178,21.417999864765545,25.562
2,1544117175.27864,18.355478952461294,25.562
2,1544117281.282119,26.0,25.562
2,1544117322.694715,26.0,25.562
2,1544117365.915697,26.0,25.562
2,1544117406.23391,26.0,25.562
2,1544117511.673146,26.0,25.562
2,1544117523.655842,26.0,25.562
2,1544117657.376079,26.0,25.562
2,1544117679.980241,26.0,25.562
2,1544117684.993852,24.16120922347256,25.562
2,1544117690.007875,20.33541265381143,25.562
2,1544117695.024269,18.04003001359822,25.562
2,1544117700.039358,19.385425516545553,25.562
2,1544117705.054437,23.134648741852907,25.562
2,1544117710.070536,25.840681146601465,25.562
2,1544117848.189405,26.0,25.562
2,1544117850.196254,24.786826837388663,25.562
2,1544117852.203956,21.883201910794845,25.562
2,1544117854.210808,19.050425137835017,25.562
2,1544117856.217525,18.006820896820987,25.562
2,1544117880.226242,26.0,25.562
2,1544117882.232804,24.786826837388663,25.562
2,1544117903.24208,26.0,25.562
2,1544117905.248299,24.786826837388663,25.562
2,1544117907.254988,21.883201910794845,25.562
2,1544117909.261274,19.050425137835017,25.562
2,1544117911.268092,18.006820896820987,25.562
2,1544117913.274476,19.385425516545553,25.562
2,1544117999.55654,26.0,25.562
2,1544118003.569052,24.786826837388663,25.562
2,1544118007.582196,21.883201910794845,25.562
2,1544118020.717699,26.0,25.562
2,1544118026.735401,23.449431017906694,25.562
2,1544118032.754241,19.050425137835017,25.562
2,1544118038.770917,18.412966334663412,25.562
2,1544118044.788049,22.349995933757786,25.562
2,1544118050.80363,25.840681146601465,25.562
2,1544118056.819864,24.433405258129017,25.562
2,1544118059.558239,26.0,25.562
2,1544118075.604433,18.006820896820987,25.562
2,1544118091.652238,25.97273967503277,25.562
2,1544118107.697262,18.06124857682349,25.562
2,1544118123.742869,25.89133026278974,25.562
2,1544118139.787566,18.169362078706463,25.562
2,1544118155.834108,25.756881386787484,25.562
